name;nodes;edges;edge_percentage;algorithm;k;independent_k;result;solution;elapsed_time;operations_count;solutions_count
graph_14_0.5.gml;14;45;0.5;brute_force;0.25;3;True;(11, 68):(30, 2):(64, 8);0.0;63;27
graph_14_0.5.gml;14;45;0.5;brute_force;0.5;7;False;-1;0.0019981861114501953;9029;3432
graph_14_0.5.gml;14;45;0.5;brute_force;0.75;10;False;-1;0.0;2328;1001
graph_14_0.25.gml;14;22;0.25;brute_force;0.125;1;True;(11, 68);0.0;1;-1
graph_14_0.25.gml;14;22;0.25;brute_force;0.25;3;True;(11, 68):(99, 95):(100, 6);0.0;4;-1
graph_14_0.25.gml;14;22;0.25;brute_force;0.5;7;True;(11, 68):(100, 6):(51, 100):(33, 37):(99, 95):(64, 8):(30, 2);0.0;325;49
graph_14_0.25.gml;14;22;0.25;brute_force;0.75;10;False;-1;0.0010004043579101562;5698;1001
graph_14_0.75.gml;14;68;0.75;brute_force;0.125;1;True;(11, 68);0.0;1;-1
graph_14_0.75.gml;14;68;0.75;brute_force;0.25;3;True;(11, 68):(30, 2):(41, 72);0.0;74;31
graph_14_0.75.gml;14;68;0.75;brute_force;0.5;7;False;-1;0.0025091171264648438;8028;3432
graph_14_0.75.gml;14;68;0.75;brute_force;0.75;10;False;-1;0.0;2184;1001
graph_14_0.125.gml;14;11;0.125;brute_force;0.125;1;True;(11, 68);0.0;1;-1
graph_14_0.125.gml;14;11;0.125;brute_force;0.25;3;True;(11, 68):(99, 95):(100, 6);0.0;4;-1
graph_14_0.125.gml;14;11;0.125;brute_force;0.5;7;True;(11, 68):(1, 29):(100, 6):(63, 50):(51, 100):(99, 95):(30, 2);0.0;22;-1
graph_14_0.125.gml;14;11;0.125;brute_force;0.75;10;False;-1;0.003000974655151367;11369;1001
graph_15_0.5.gml;15;52;0.5;brute_force;0.125;1;True;(11, 68);0.0;1;-1
graph_15_0.5.gml;15;52;0.5;brute_force;0.25;3;True;(11, 68):(99, 95):(100, 6);0.0;4;-1
graph_15_0.5.gml;15;52;0.5;brute_force;0.5;7;False;-1;0.003998756408691406;18188;6435
graph_15_0.5.gml;15;52;0.5;brute_force;0.75;11;False;-1;0.0014872550964355469;4503;1365
